date;nom_officiel_epci;code_officiel_epci;consommation;operateur;centroid
2021-03; Lyon;200046977;1252758199;GRTgaz;45.763270618,4.853886453
2021-03;Grand Paris;200054781;5085806773;GRTgaz;48.843924589,2.3981689040000003
2021-03;Montpellier;243400017;172608378;GRTgaz;43.615713457,3.863300356
2021-03;Saint-Etienne;244200770;427083873;GRTgaz;45.472913756,4.418311566
2021-04;Nice;200030195;172462926;GRTgaz;44.021281136,7.154480276
2021-04;Grenoble;200040715;227470333;GRTgaz;45.141957344,5.718258638
2021-04;Grand Paris;200054781;3728581294;GRTgaz;48.843924589,2.3981689040000003
2021-04;Brest;242900314;122261806;GRTgaz;48.399766488,-4.470570034
2021-04;Montpellier;243400017;115060256;GRTgaz;43.615713457,3.863300356
2021-04;Euro Strasbourg;246700488;340409932;GRTgaz;48.572480043,7.717683131
2021-05;Nice;200030195;82282787;GRTgaz;44.021281136,7.154480276
2021-05;Dijon;242100410;109037386;GRTgaz;47.306577753,5.040958764
2021-05;Clermont Auvergne;246300701;122987880;GRTgaz;45.771532407,3.090485542
2021-06;Grand Paris;200054781;823500408;GRTgaz;48.843924589,2.3981689040000003
2021-06;Brest;242900314;62528974;GRTgaz;48.399766488,-4.470570034
2021-06;Nantes;244400404;116182043;GRTgaz;47.224910325,-1.593721407
2021-06;Grand Nancy;245400676;50286989;GRTgaz;48.673467213,6.193510864
2021-07;Nice;200030195;45800237;GRTgaz;44.021281136,7.154480276
2021-07;Dijon;242100410;28159202;GRTgaz;47.306577753,5.040958764
2021-07;Toulon;248300543;25665306;GRTgaz;43.120017199,6.040528518
2021-08;Rouen;200023414;119267397;GRTgaz;49.413131944,1.027548527
2021-08;Nice;200030195;42760393;GRTgaz;44.021281136,7.154480276
2021-08;Grenoble;200040715;113394792;GRTgaz;45.141957344,5.718258638
2021-08; Lyon;200046977;337937250;GRTgaz;45.763270618,4.853886453
2021-08;Marseille;200054807;1245179473;GRTgaz;43.493308185,5.344536034
2021-08;Tours;243700754;27285418;GRTgaz;47.38424743,0.629245819
2021-08;Saint-Etienne;244200770;75876505;GRTgaz;45.472913756,4.418311566
2021-09;Rouen;200023414;126005091;GRTgaz;49.413131944,1.027548527
2021-09;Nice;200030195;47977153;GRTgaz;44.021281136,7.154480276
2021-09;Grenoble;200040715;138275054;GRTgaz;45.141957344,5.718258638
2021-09;Dijon;242100410;35251320;GRTgaz;47.306577753,5.040958764
2021-09;Saint-Etienne;244200770;120107659;GRTgaz;45.472913756,4.418311566
2021-09;Lille;200093201;245176750;GRTgaz;50.643899239,3.033354341
2021-09;Clermont Auvergne;246300701;53311002;GRTgaz;45.771532407,3.090485542
2021-09;Euro Strasbourg;246700488;141174086;GRTgaz;48.572480043,7.717683131
2021-09;Toulon;248300543;26322572;GRTgaz;43.120017199,6.040528518
2021-10; Lyon;200046977;782410951;GRTgaz;45.763270618,4.853886453
2021-11;Grand Paris;200054781;5491747498;GRTgaz;48.843924589,2.3981689040000003
2021-11;Marseille;200054807;3222965668;GRTgaz;43.493308185,5.344536034
2021-11;Dijon;242100410;259721916;GRTgaz;47.306577753,5.040958764
2021-11;Saint-Etienne;244200770;437539200;GRTgaz;45.472913756,4.418311566
2021-11;Nantes;244400404;540143286;GRTgaz;47.224910325,-1.593721407
2021-11;Orléans;244500468;252550126;GRTgaz;47.89783828,1.9293242830000001
2021-11;Grand Nancy;245400676;343211520;GRTgaz;48.673467213,6.193510864
2021-11;Clermont Auvergne;246300701;275890689;GRTgaz;45.771532407,3.090485542
2021-11;Euro Strasbourg;246700488;546061546;GRTgaz;48.572480043,7.717683131
2021-12;Grenoble;200040715;481210918;GRTgaz;45.141957344,5.718258638
2021-12;Marseille;200054807;3304210280;GRTgaz;43.493308185,5.344536034
2021-12;Grand Nancy;245400676;401579040;GRTgaz;48.673467213,6.193510864
2022-01;Grenoble;200040715;493557400;GRTgaz;45.141957344,5.718258638
2022-01;Brest;242900314;248739431;GRTgaz;48.399766488,-4.470570034
2022-01;Saint-Etienne;244200770;562802562;GRTgaz;45.472913756,4.418311566
2022-01;Clermont Auvergne;246300701;367011760;GRTgaz;45.771532407,3.090485542
2022-02;Grenoble;200040715;340569380;GRTgaz;45.141957344,5.718258638
2022-02;Dijon;242100410;242305344;GRTgaz;47.306577753,5.040958764
2022-02;Brest;242900314;209499820;GRTgaz;48.399766488,-4.470570034
2022-02;Euro Strasbourg;246700488;483307089;GRTgaz;48.572480043,7.717683131
2019-11;Toulouse;243100518;480211811;Terega;43.627388307,1.413319261
2019-07;Toulouse;243100518;79085678;Terega;43.627388307,1.413319261
2018-01;Bordeaux;243300316;688655095;Terega;44.877773862,-0.6387755780000001
2020-12;Bordeaux;243300316;678928886;Terega;44.877773862,-0.6387755780000001
2019-01;Toulouse;243100518;769117578;Terega;43.627388307,1.413319261
2021-04;Toulouse;243100518;292608303;Terega;43.627388307,1.413319261
2020-10;Bordeaux;243300316;332122521;Terega;44.877773862,-0.6387755780000001
2019-12;Toulouse;243100518;520353284;Terega;43.627388307,1.413319261
2019-05;Bordeaux;243300316;236411556;Terega;44.877773862,-0.6387755780000001
2020-06;Toulouse;243100518;98298906;Terega;43.627388307,1.413319261
2020-12;Toulouse;243100518;592688401;Terega;43.627388307,1.413319261
2021-05;Bordeaux;243300316;231185360;Terega;44.877773862,-0.6387755780000001
2021-08;Toulouse;243100518;60460170;Terega;43.627388307,1.413319261
2018-07;Bordeaux;243300316;109548830;Terega;44.877773862,-0.6387755780000001
2019-02;Bordeaux;243300316;582251192;Terega;44.877773862,-0.6387755780000001
2018-05;Bordeaux;243300316;204500493;Terega;44.877773862,-0.6387755780000001
2018-07;Toulouse;243100518;79954443;Terega;43.627388307,1.413319261
2021-05;Toulouse;243100518;194678621;Terega;43.627388307,1.413319261
2020-05;Toulouse;243100518;118239953;Terega;43.627388307,1.413319261
2019-11;Bordeaux;243300316;597348657;Terega;44.877773862,-0.6387755780000001
2018-01;Rouen;200023414;898197642;GRTgaz;49.413131944,1.027548527
2018-01;Nice;200030195;275990633;GRTgaz;44.021281136,7.154480276
2018-01;Metz;200039865;275293811;GRTgaz;49.100843858,6.148999731
2018-01;Grand Paris;200054781;5832562716;GRTgaz;48.843924589,2.3981689040000003
2018-01;Dijon;242100410;292087406;GRTgaz;47.306577753,5.040958764
2018-01;Rennes;243500139;391230878;GRTgaz;48.108214364,-1.711435099
2018-02;Metz;200039865;365095904;GRTgaz;49.100843858,6.148999731
2018-02;Grand Paris;200054781;7243783721;GRTgaz;48.843924589,2.3981689040000003
2018-02;Marseille;200054807;3889322587;GRTgaz;43.493308185,5.344536034
2018-02;Dijon;242100410;341383392;GRTgaz;47.306577753,5.040958764
2018-02;Rennes;243500139;459957848;GRTgaz;48.108214364,-1.711435099
2018-02;Saint-Etienne;244200770;567560429;GRTgaz;45.472913756,4.418311566
2018-02;Clermont Auvergne;246300701;374153128;GRTgaz;45.771532407,3.090485542
2018-03;Brest;242900314;256908883;GRTgaz;48.399766488,-4.470570034
2018-03;Montpellier;243400017;212066458;GRTgaz;43.615713457,3.863300356
2018-03;Rennes;243500139;399275845;GRTgaz;48.108214364,-1.711435099
2018-03;Tours;243700754;282062004;GRTgaz;47.38424743,0.629245819
2018-03;Lille;200093201;1341732509;GRTgaz;50.643899239,3.033354341
2018-03;Euro Strasbourg;246700488;547800043;GRTgaz;48.572480043,7.717683131
2018-03;Toulon;248300543;166603843;GRTgaz;43.120017199,6.040528518
2018-04;Grand Paris;200054781;2336473922;GRTgaz;48.843924589,2.3981689040000003
2018-04;Montpellier;243400017;102498110;GRTgaz;43.615713457,3.863300356
2018-04;Nantes;244400404;249260755;GRTgaz;47.224910325,-1.593721407
2018-05;Brest;242900314;82013629;GRTgaz;48.399766488,-4.470570034
2018-05;Saint-Etienne;244200770;175323853;GRTgaz;45.472913756,4.418311566
2018-06;Nice;200030195;54731655;GRTgaz;44.021281136,7.154480276
2018-06;Metz;200039865;29759317;GRTgaz;49.100843858,6.148999731
2018-06;Grenoble;200040715;116847781;GRTgaz;45.141957344,5.718258638
2018-06;Brest;242900314;61009959;GRTgaz;48.399766488,-4.470570034
2018-07;Marseille;200054807;1452320115;GRTgaz;43.493308185,5.344536034
2018-07;Rennes;243500139;50170707;GRTgaz;48.108214364,-1.711435099
2018-07;Saint-Etienne;244200770;109411555;GRTgaz;45.472913756,4.418311566
2018-07;Nantes;244400404;86730011;GRTgaz;47.224910325,-1.593721407
2018-08;Brest;242900314;53916880;GRTgaz;48.399766488,-4.470570034
2018-08;Nantes;244400404;86651033;GRTgaz;47.224910325,-1.593721407
2018-08;Grand Nancy;245400676;43748524;GRTgaz;48.673467213,6.193510864
2018-08;Lille;200093201;220508488;GRTgaz;50.643899239,3.033354341
2018-09;Metz;200039865;41431026;GRTgaz;49.100843858,6.148999731
2018-09;Marseille;200054807;1673014436;GRTgaz;43.493308185,5.344536034
2018-09;Dijon;242100410;32209178;GRTgaz;47.306577753,5.040958764
2018-09;Saint-Etienne;244200770;113715360;GRTgaz;45.472913756,4.418311566
2018-09;Grand Nancy;245400676;112675443;GRTgaz;48.673467213,6.193510864
2018-09;Euro Strasbourg;246700488;162940010;GRTgaz;48.572480043,7.717683131
2018-10; Lyon;200046977;685361829;GRTgaz;45.763270618,4.853886453
2018-10;Montpellier;243400017;64196784;GRTgaz;43.615713457,3.863300356
2018-10;Rennes;243500139;161509037;GRTgaz;48.108214364,-1.711435099
2018-10;Saint-Etienne;244200770;236029335;GRTgaz;45.472913756,4.418311566
2018-11;Marseille;200054807;3628267535;GRTgaz;43.493308185,5.344536034
2018-11;Saint-Etienne;244200770;393375700;GRTgaz;45.472913756,4.418311566
2018-11;Nantes;244400404;493524573;GRTgaz;47.224910325,-1.593721407
2018-11;Clermont Auvergne;246300701;266048655;GRTgaz;45.771532407,3.090485542
2018-12;Nice;200030195;273619330;GRTgaz;44.021281136,7.154480276
2018-12;Metz;200039865;288679695;GRTgaz;49.100843858,6.148999731
2018-12;Grenoble;200040715;389761916;GRTgaz;45.141957344,5.718258638
2018-12;Montpellier;243400017;226898787;GRTgaz;43.615713457,3.863300356
2018-12;Saint-Etienne;244200770;473954886;GRTgaz;45.472913756,4.418311566
2018-12;Nantes;244400404;566661770;GRTgaz;47.224910325,-1.593721407
2018-12;Grand Nancy;245400676;477491926;GRTgaz;48.673467213,6.193510864
2019-01;Metz;200039865;371969479;GRTgaz;49.100843858,6.148999731
2019-01; Lyon;200046977;1888510684;GRTgaz;45.763270618,4.853886453
2019-01;Saint-Etienne;244200770;612652893;GRTgaz;45.472913756,4.418311566
2019-01;Euro Strasbourg;246700488;695991229;GRTgaz;48.572480043,7.717683131
2019-02;Montpellier;243400017;205097841;GRTgaz;43.615713457,3.863300356
2019-02;Tours;243700754;257706174;GRTgaz;47.38424743,0.629245819
2019-02;Nantes;244400404;525344527;GRTgaz;47.224910325,-1.593721407
2019-02;Grand Nancy;245400676;408071773;GRTgaz;48.673467213,6.193510864
2019-02;Euro Strasbourg;246700488;515927129;GRTgaz;48.572480043,7.717683131
2019-03;Nice;200030195;212881103;GRTgaz;44.021281136,7.154480276
2019-03;Nantes;244400404;485830695;GRTgaz;47.224910325,-1.593721407
2019-03;Toulon;248300543;125613287;GRTgaz;43.120017199,6.040528518
2019-04;Metz;200039865;134314259;GRTgaz;49.100843858,6.148999731
2019-04;Brest;242900314;116451524;GRTgaz;48.399766488,-4.470570034
2019-04;Montpellier;243400017;114478702;GRTgaz;43.615713457,3.863300356
2019-04;Nantes;244400404;274130259;GRTgaz;47.224910325,-1.593721407
2019-04;Grand Nancy;245400676;200446398;GRTgaz;48.673467213,6.193510864
2019-04;Lille;200093201;702438421;GRTgaz;50.643899239,3.033354341
2019-04;Clermont Auvergne;246300701;166778208;GRTgaz;45.771532407,3.090485542
2019-04;Euro Strasbourg;246700488;317215574;GRTgaz;48.572480043,7.717683131
2019-04;Toulon;248300543;95867308;GRTgaz;43.120017199,6.040528518
2019-05;Montpellier;243400017;61536109;GRTgaz;43.615713457,3.863300356
2019-05;Rennes;243500139;130559741;GRTgaz;48.108214364,-1.711435099
2019-05;Saint-Etienne;244200770;227870578;GRTgaz;45.472913756,4.418311566
2019-05;Orléans;244500468;112497696;GRTgaz;47.89783828,1.9293242830000001
2019-05;Grand Nancy;245400676;129749250;GRTgaz;48.673467213,6.193510864
2019-05;Euro Strasbourg;246700488;254128698;GRTgaz;48.572480043,7.717683131
2019-06;Orléans;244500468;61883013;GRTgaz;47.89783828,1.9293242830000001
2019-06;Euro Strasbourg;246700488;133724257;GRTgaz;48.572480043,7.717683131
2019-07;Nice;200030195;49564103;GRTgaz;44.021281136,7.154480276
2019-07;Dijon;242100410;25727727;GRTgaz;47.306577753,5.040958764
2019-07;Brest;242900314;49001743;GRTgaz;48.399766488,-4.470570034
2019-07;Nantes;244400404;90086082;GRTgaz;47.224910325,-1.593721407
2019-07;Orléans;244500468;55150961;GRTgaz;47.89783828,1.9293242830000001
2019-07;Clermont Auvergne;246300701;44959226;GRTgaz;45.771532407,3.090485542
2019-08;Rouen;200023414;357087797;GRTgaz;49.413131944,1.027548527
2019-08;Saint-Etienne;244200770;69879296;GRTgaz;45.472913756,4.418311566
2019-08;Toulon;248300543;21080038;GRTgaz;43.120017199,6.040528518
2019-09;Rouen;200023414;437136229;GRTgaz;49.413131944,1.027548527
2019-09;Marseille;200054807;2404668790;GRTgaz;43.493308185,5.344536034
2019-09;Dijon;242100410;33266388;GRTgaz;47.306577753,5.040958764
2019-09;Tours;243700754;37046106;GRTgaz;47.38424743,0.629245819
2019-09;Orléans;244500468;60475977;GRTgaz;47.89783828,1.9293242830000001
2019-09;Lille;200093201;283880694;GRTgaz;50.643899239,3.033354341
2019-10;Nice;200030195;70228988;GRTgaz;44.021281136,7.154480276
2019-10; Lyon;200046977;647910822;GRTgaz;45.763270618,4.853886453
2019-10;Nantes;244400404;207563342;GRTgaz;47.224910325,-1.593721407
2019-11;Metz;200039865;249718325;GRTgaz;49.100843858,6.148999731
2019-11;Grenoble;200040715;358929735;GRTgaz;45.141957344,5.718258638
2019-11;Grand Paris;200054781;5124473399;GRTgaz;48.843924589,2.3981689040000003
2019-11;Brest;242900314;187975163;GRTgaz;48.399766488,-4.470570034
2019-11;Nantes;244400404;496115937;GRTgaz;47.224910325,-1.593721407
2019-11;Euro Strasbourg;246700488;499291794;GRTgaz;48.572480043,7.717683131
2019-12;Rouen;200023414;884281445;GRTgaz;49.413131944,1.027548527
2019-12;Grenoble;200040715;385321957;GRTgaz;45.141957344,5.718258638
2019-12;Montpellier;243400017;208189874;GRTgaz;43.615713457,3.863300356
2019-12;Orléans;244500468;272334818;GRTgaz;47.89783828,1.9293242830000001
2019-12;Lille;200093201;1322134730;GRTgaz;50.643899239,3.033354341
2020-01;Grand Paris;200054781;6173714123;GRTgaz;48.843924589,2.3981689040000003
2020-01;Montpellier;243400017;246255625;GRTgaz;43.615713457,3.863300356
2020-01;Rennes;243500139;415213838;GRTgaz;48.108214364,-1.711435099
2020-01;Toulon;248300543;182570774;GRTgaz;43.120017199,6.040528518
2018-01;Montpellier;243400017;217055980;GRTgaz;43.615713457,3.863300356
2018-01;Lille;200093201;1384537998;GRTgaz;50.643899239,3.033354341
2018-02;Rouen;200023414;994696391;GRTgaz;49.413131944,1.027548527
2018-02;Grenoble;200040715;467493979;GRTgaz;45.141957344,5.718258638
2018-02; Lyon;200046977;1702257882;GRTgaz;45.763270618,4.853886453
2018-02;Nantes;244400404;679652692;GRTgaz;47.224910325,-1.593721407
2018-02;Lille;200093201;1612895759;GRTgaz;50.643899239,3.033354341
2018-02;Euro Strasbourg;246700488;641029452;GRTgaz;48.572480043,7.717683131
2018-02;Toulon;248300543;204450538;GRTgaz;43.120017199,6.040528518
2018-03;Nice;200030195;278957315;GRTgaz;44.021281136,7.154480276
2018-03;Grenoble;200040715;352932416;GRTgaz;45.141957344,5.718258638
2018-03; Lyon;200046977;1354017549;GRTgaz;45.763270618,4.853886453
2018-03;Grand Paris;200054781;5905300391;GRTgaz;48.843924589,2.3981689040000003
2018-03;Dijon;242100410;295745021;GRTgaz;47.306577753,5.040958764
2018-04;Rouen;200023414;573251976;GRTgaz;49.413131944,1.027548527
2018-04;Metz;200039865;94826600;GRTgaz;49.100843858,6.148999731
2018-04;Grenoble;200040715;165903284;GRTgaz;45.141957344,5.718258638
2018-04;Tours;243700754;116528238;GRTgaz;47.38424743,0.629245819
2018-04;Saint-Etienne;244200770;207754504;GRTgaz;45.472913756,4.418311566
2018-04;Grand Nancy;245400676;142304865;GRTgaz;48.673467213,6.193510864
2018-05;Metz;200039865;47801185;GRTgaz;49.100843858,6.148999731
2018-05;Grenoble;200040715;131717479;GRTgaz;45.141957344,5.718258638
2018-05;Rennes;243500139;100301078;GRTgaz;48.108214364,-1.711435099
2018-05;Grand Nancy;245400676;80840821;GRTgaz;48.673467213,6.193510864
2018-05;Lille;200093201;366753809;GRTgaz;50.643899239,3.033354341
2018-05;Euro Strasbourg;246700488;166892423;GRTgaz;48.572480043,7.717683131
2018-06; Lyon;200046977;405629321;GRTgaz;45.763270618,4.853886453
2018-06;Tours;243700754;37396285;GRTgaz;47.38424743,0.629245819
2018-06;Nantes;244400404;103977615;GRTgaz;47.224910325,-1.593721407
2018-07;Metz;200039865;24269477;GRTgaz;49.100843858,6.148999731
2018-07;Montpellier;243400017;31303506;GRTgaz;43.615713457,3.863300356
2018-07;Tours;243700754;32508093;GRTgaz;47.38424743,0.629245819
2018-07;Toulon;248300543;25367623;GRTgaz;43.120017199,6.040528518
2018-08;Nice;200030195;45363586;GRTgaz;44.021281136,7.154480276
2018-08;Metz;200039865;26402147;GRTgaz;49.100843858,6.148999731
2018-08;Montpellier;243400017;30306733;GRTgaz;43.615713457,3.863300356
2018-08;Tours;243700754;27248465;GRTgaz;47.38424743,0.629245819
2018-08;Clermont Auvergne;246300701;40379678;GRTgaz;45.771532407,3.090485542
2018-08;Euro Strasbourg;246700488;124370265;GRTgaz;48.572480043,7.717683131
2018-09;Nice;200030195;51132835;GRTgaz;44.021281136,7.154480276
2018-09;Grenoble;200040715;112153460;GRTgaz;45.141957344,5.718258638
2018-09;Brest;242900314;61256312;GRTgaz;48.399766488,-4.470570034
2018-09;Montpellier;243400017;39208817;GRTgaz;43.615713457,3.863300356
2018-09;Nantes;244400404;108965959;GRTgaz;47.224910325,-1.593721407
2018-09;Clermont Auvergne;246300701;60899876;GRTgaz;45.771532407,3.090485542
2018-10;Nice;200030195;75345060;GRTgaz;44.021281136,7.154480276
2018-10;Grenoble;200040715;191833328;GRTgaz;45.141957344,5.718258638
2018-10;Grand Paris;200054781;2301712263;GRTgaz;48.843924589,2.3981689040000003
2018-10;Orléans;244500468;115103538;GRTgaz;47.89783828,1.9293242830000001
2018-10;Grand Nancy;245400676;255530149;GRTgaz;48.673467213,6.193510864
2018-10;Toulon;248300543;44792706;GRTgaz;43.120017199,6.040528518
2018-11;Rouen;200023414;896445474;GRTgaz;49.413131944,1.027548527
2018-11;Metz;200039865;239781480;GRTgaz;49.100843858,6.148999731
2018-11;Dijon;242100410;248934687;GRTgaz;47.306577753,5.040958764
2018-11;Montpellier;243400017;167813086;GRTgaz;43.615713457,3.863300356
2018-11;Orléans;244500468;228077729;GRTgaz;47.89783828,1.9293242830000001
2018-12;Rouen;200023414;920543830;GRTgaz;49.413131944,1.027548527
2018-12;Clermont Auvergne;246300701;315440979;GRTgaz;45.771532407,3.090485542
2019-01;Nice;200030195;337153131;GRTgaz;44.021281136,7.154480276
2019-01;Brest;242900314;247226231;GRTgaz;48.399766488,-4.470570034
2019-01;Nantes;244400404;674611289;GRTgaz;47.224910325,-1.593721407
2019-01;Orléans;244500468;348295642;GRTgaz;47.89783828,1.9293242830000001
2019-01;Lille;200093201;1588931439;GRTgaz;50.643899239,3.033354341
2019-02;Grenoble;200040715;381979187;GRTgaz;45.141957344,5.718258638
2019-02;Marseille;200054807;3412066871;GRTgaz;43.493308185,5.344536034
2019-02;Brest;242900314;210188257;GRTgaz;48.399766488,-4.470570034
2019-02;Lille;200093201;1176858424;GRTgaz;50.643899239,3.033354341
2019-02;Toulon;248300543;163750599;GRTgaz;43.120017199,6.040528518
2019-03;Metz;200039865;219268882;GRTgaz;49.100843858,6.148999731
2019-03;Grenoble;200040715;292740489;GRTgaz;45.141957344,5.718258638
2019-03;Dijon;242100410;233671022;GRTgaz;47.306577753,5.040958764
2019-03;Montpellier;243400017;153275349;GRTgaz;43.615713457,3.863300356
2019-03;Grand Nancy;245400676;370824316;GRTgaz;48.673467213,6.193510864
2019-04;Rouen;200023414;667534786;GRTgaz;49.413131944,1.027548527
2019-04;Nice;200030195;171417354;GRTgaz;44.021281136,7.154480276
2019-05;Dijon;242100410;94667931;GRTgaz;47.306577753,5.040958764
2019-05;Tours;243700754;86650646;GRTgaz;47.38424743,0.629245819
2019-05;Lille;200093201;512191042;GRTgaz;50.643899239,3.033354341
